Name,City,State,Zip,Amount
Lake Orion High School,Lake Orion,MI,48360,150
Somerset Academy - Silver Palms,Homestead,FL,33032,500
Bartlesville High School,Bartlesville,OK,74003,150
Whitehouse High School,Whitehouse,TX,75791,150
Montrose School,Medfield,MA,02052,2700
Maine East High School,Park Ridge,IL,60068,500
Burbank Senior High School,Burbank,CA,91502,150
Mt Sophia Academy,Newark,DE,19714,500
Fame Public Charter School,Newark,CA,94560,150
Treasure Coast High School,Port St Lucie,FL,34953,150
Olentangy Orange High School,Lewis Center,OH,43035,150
Londonderry High School,Londonderry,NH,03053,500
Middlebridge School,Wakefield,RI,02879,500
North Miami Beach Senior High School,N Miami Beach,FL,33162,150
Montfort Academy The,Katonah,NY,10536,500
Egg Harbor Township High School,Egg Hbr Twp,NJ,08234,150
Southwest Miami High School,Miami,FL,33165,150
Greensburg Central Catholic High School,Greensburg,PA,15601,2700
Temecula Valley High School,Temecula,CA,92592,150
Central Florida Christian Academy,Orlando,FL,32818,500
Corydon Central High School,Corydon,IN,47112,150
Blue Valley North High School,Overland Park,KS,66209,150
Columbus Academy,Gahanna,OH,43230,150
North Bay Haven Career Academy,Panama City,FL,32401,150
Palm Beach Gardens High School,Palm Bch Gdns,FL,33410,150
Saint Martin's Episcopal School,Metairie,LA,70003,500
Christian Institute of Arts and Sciences Incorporated,Pensacola,FL,32506,500
Florida Air Academy,Melbourne,FL,32901,150
Chesterton Academy of Annapolis,Annapolis,MD,21401,2700
Academy At The Lakes,Land O Lakes,FL,34639,150
Oxford Schools Early College,Oxford,MI,48371,150
Coral Glades High School,Coral Springs,FL,33065,150
Lancaster Catholic High School,Lancaster,PA,17601,2700
James Wood High School,Winchester,VA,22603,150
Oakland Early College,Farmingtn Hls,MI,48334,150
John I Leonard High School,Greenacres,FL,33463,150
South Fort Myers High School,Fort Myers,FL,33912,150
Whiteland Community High School,Whiteland,IN,46184,150
Hartsville Senior High School,Hartsville,SC,29550,150
Orange Park High School,Orange Park,FL,32073,150
Bishop Kelly High School,Boise,ID,83709,2700
Renaissance School - Expeditionary Learning School,Springfield,MA,01104,150
Midwest Academy,Keokuk,IA,52632,500
Sun Prairie High School,Sun Prairie,WI,53590,150
Leesville High School,Leesville,LA,71446,150
James Caldwell High School,West Caldwell,NJ,07006,150
Pompano Beach High School,Pompano Beach,FL,33060,150
Continental Local High School,Continental,OH,45831,150
East Lake High School,Tarpon Spgs,FL,34688,150
West Babylon Senior High School,West Babylon,NY,11704,150
Charlottesville High School,Charlottesvle,VA,22901,150
Dillard High School,Ft Lauderdale,FL,33311,150
Saint Cloud High School,Saint Cloud,FL,34769,150
Miami Northwestern Senior High Community School,Miami,FL,33150,500
Gibbs Senior High School,St Petersburg,FL,33711,150
Apopka High School,Apopka,FL,32712,150
Jmj Academy,Orlando,FL,32868,150
Miami Senior High School,Miami,FL,33135,500
Miami Central Senior High School,Miami,FL,33147,500
Twentynine Palms High School,Twentynin Plm,CA,92277,150
Our Lady of the Lakes High School,Waterford,MI,48329,2700
Maur Hill-Mount Academy,Atchison,KS,66002,500
New Mexico Virtual Academy,Farmington,NM,87401,150
Kingwood High School,Kingwood,TX,77339,150
Maple Heights Senior High School,Maple Heights,OH,44137,500
El Segundo High School,El Segundo,CA,90245,150
C I E M Private School,Carolina,PR,00984,2700
Bishop Dubourg High School,Saint Louis,MO,63109,2700
Central Dauphin East High School,Harrisburg,PA,17109,150
Coral Reef Senior High School,Miami,FL,33157,150
West Nassau High School,Callahan,FL,32011,150
Interlachen High School,Interlachen,FL,32148,150
Saint Gregory's Academy,Elmhurst Twp,PA,18444,2700
Koinonia Academy,Plainfield,NJ,07060,150
Buckeye Online School for Success,E Liverpool,OH,43920,150
Lindblom Math and Science Academy,Chicago,IL,60636,500
Trinity School at River Ridge,Eagan,MN,55121,500
Ridge High School,Basking Ridge,NJ,07920,150
Wauseon High School,Wauseon,OH,43567,150
Columbia-Rock Bridge Senior High School,Columbia,MO,65203,150
Mater Lakes Academy High School,Hialeah,FL,33015,500
Trinitas Christian School,Pensacola,FL,32514,500
Pinellas Park High School,Largo,FL,33773,150
Bridgewater-Raritan Regional High School,Bridgewater,NJ,08807,150
Paul Vi Catholic High School,Fairfax,VA,22030,2700
Allendale Academy,Clearwater,FL,33762,150
Rockledge High School,Rockledge,FL,32955,150
De Soto County High School,Arcadia,FL,34266,150
Paramus Catholic High School,Paramus,NJ,07652,2700
Saint Cecilia High School,Hastings,NE,68901,2700
Notre Dame Preparatory,Pontiac,MI,48340,150
Smithtown High School - Western Campus,Smithtown,NY,11787,150
Forman School,Litchfield,CT,06759,150
Fort Pierce Westwood High School,Fort Pierce,FL,34947,150
Escondido Charter High School,Escondido,CA,92027,150
Saint Charles North High School,Saint Charles,IL,60175,150
Christian Home and Bible School,Mount Dora,FL,32757,500
Connelly School of the Holy Child,Potomac,MD,20854,2700
Academy Of Our Lady,Marrero,LA,70072,2700
Oak Forest High School,Oak Forest,IL,60452,150
Centerville Senior High School,Centerville,IN,47330,150
Cristo Rey Atlanta Jesuit High School,Atlanta,GA,30308,2700
Myers Park High School,Charlotte,NC,28209,150
Alconbury American High School - Department of Defense,Alconbury,CAMBRIDGE,00nan,2700
Sacred Heart Apostolic School,Rolling Pr,IN,46371,2700
Booker High School Cent,Sarasota,FL,34234,150
Bond County Community Unit 2 High School,Greenville,IL,62246,150
Mount Dora High School,Mount Dora,FL,32757,150
Cardinal Ritter High School,Indianapolis,IN,46222,2700
Calverton School,Huntingtown,MD,20639,150
Saint Andrews Episcopal Academy,Fort Pierce,FL,34950,500
Academy of the Holy Names High School,Tampa,FL,33629,500
Bartow Senior High School,Bartow,FL,33830,150
Slinger High School,Slinger,WI,53086,150
Churchville Christian School,Churchville,MD,21028,500
South Walton High School,Santa Rsa Bch,FL,32459,150
Navarre High School,Navarre,FL,32566,150
Stonington High School,Pawcatuck,CT,06379,150
South Sutter Charter School,Placerville,CA,95667,500
Holy Family High School,Broomfield,CO,80023,150
West Orange High School,Winter Garden,FL,34787,150
Saint Bernard Preparatory School,Cullman,AL,35055,2700
Monarch High School,Coconut Creek,FL,33073,150
Pine-Richland High School,Gibsonia,PA,15044,150
A Crawford Mosley High School,Lynn Haven,FL,32444,150
George M Steinbrenner High School,Lutz,FL,33558,150
Melbourne High School,Melbourne,FL,32901,150
Immaculate High School,Danbury,CT,06810,150
Miami Norland Senior High School,Miami,FL,33169,500
Willows Academy,Des Plaines,IL,60016,150
Citrus High School,Inverness,FL,34452,150
C Leon King High School,Tampa,FL,33610,150
Bradley-Bourbonnais High School,Bradley,IL,60915,150
Cooper City High School,Cooper City,FL,33328,150
Dublin Coffman High School,Dublin,OH,43017,150
La Salle High School,Pasadena,CA,91107,150
Montini Catholic High School,Lombard,IL,60148,2700
Father Lopez High School,Daytona Beach,FL,32124,2700
Chelsea Academy,Front Royal,VA,22630,150
Bishop Luers High School,Fort Wayne,IN,46816,2700
Bishop Carroll Catholic High School,Wichita,KS,67212,2700
Holy Spirit Preparatory School,Atlanta,GA,30327,150
Green River High School,Green River,WY,82935,150
Palm Harbor University High School - International Baccalaureate Program,Palm Harbor,FL,34683,150
Country Day School of the Sacred Heart,Bryn Mawr,PA,19010,2700
Ridgeview High School,Orange Park,FL,32065,150
Florida Christian School,Miami,FL,33165,500
Mason City High School,Mason City,IA,50401,500
Lake Gibson Senior High School,Lakeland,FL,33809,150
Colorado Early College-Douglas County,Parker,CO,80138,150
Blessed Trinity Catholic High School,Roswell,GA,30075,2700
Adolfo Camarillo High School,Camarillo,CA,93012,150
Paul V Moore High School,Central Sq,NY,13036,150
Saint Mary Catholic Central High School,Monroe,MI,48162,2700
Saint Lawrence Seminary,Mount Calvary,WI,53057,2700
Saint Petersburg Senior High School,St Petersburg,FL,33713,150
Sarasota High School,Sarasota,FL,34237,150
Bishop McDevitt High School,Wyncote,PA,19095,2700
Rice Memorial High School,S Burlington,VT,05403,2700
Dunmore Junior-Senior High School,Dunmore,PA,18512,150
Immaculata High School,Somerville,NJ,08876,150
Grosse Pointe North High School,Grosse Pointe,MI,48236,150
North Broward Preparatory School,Coconut Creek,FL,33073,150
Saint Mary Cathedral High School,Gaylord,MI,49735,2700
Saint John's High School,Shrewsbury,MA,01545,150
Immaculata Academy,Hamburg,NY,14075,150
Kellenberg Memorial High School,Uniondale,NY,11553,2700
Coral Gables Senior High School,Coral Gables,FL,33146,150
Archbishop Hoban High School,Akron,OH,44306,2700
Our Lady of Good Counsel High School,Olney,MD,20832,150
Boylan Catholic High School,Rockford,IL,61103,2700
Saint Michael's College Preparatory High School,Silverado,CA,92676,2700
Atlantic High School,Port Orange,FL,32129,150
Founders Classical Academy Of Leander,Leander,TX,78641,500
Dowling Catholic High School,Wdm,IA,50265,2700
Johnsburg High School,Johnsburg,IL,60051,150
Eau Gallie High School,Melbourne,FL,32935,150
Westminster Christian School,Palmetto Bay,FL,33157,500
Fort Myers High School,Fort Myers,FL,33901,150
Our Lady Of Lourdes Academy,Miami,FL,33143,150
Salpointe Catholic High School,Tucson,AZ,85719,2700
Concord Christian Academy,Concord,NH,03301,500
Lehigh Senior High School,Lehigh Acres,FL,33971,150
Notre Dame - Cathedral Latin School,Chardon,OH,44024,150
Idaho Falls High School,Idaho Falls,ID,83401,150
Oakcrest School For Girls,Mclean,VA,22101,2700
Palm Beach Central High School,Wellington,FL,33411,150
Saint John's College High School,Washington,DC,20015,2700
Durant Senior High School,Plant City,FL,33567,150
South Point High School,South Point,OH,45680,150
Admiral Farragut Academy,St Petersburg,FL,33710,150
Everglades High School,Miramar,FL,33027,150
John Adams Academy,Roseville,CA,95678,500
Vero Beach High School,Vero Beach,FL,32960,150
Community High School District 99 North High School,Downers Grove,IL,60515,150
Champagnat Catholic School,Hialeah,FL,33010,2700
Chesterton Academy of the Holy Family,Lisle,IL,60532,2700
Hialeah Gardens High School,Hialeah Gdns,FL,33018,150
South Miami Senior High School,Miami,FL,33155,150
Gulliver Preparatory School,Miami,FL,33156,150
Holy Rosary Academy,Anchorage,AK,99503,150
Roger Bacon High School,Cincinnati,OH,45217,500
Ponte Vedra High School,Ponte Vedra,FL,32081,150
The King's Academy,Sunnyvale,CA,94085,500
Miami Sunset Senior High School,Miami,FL,33183,500
Archmere Academy,Claymont,DE,19703,2700
Peoria Notre Dame High School,Peoria,IL,61614,2700
Lorenzo Walker Technical High School,Naples,FL,34104,150
Stillwater Area Senior High School,Stillwater,MN,55082,150
Frassati Catholic High School,Spring,TX,77389,2700
Southwest Florida Christian Academy,Fort Myers,FL,33966,500
Fort Meade Middle Senior High School,Fort Meade,FL,33841,150
De La Salle Collegiate High School,Warren,MI,48088,2700
J W Mitchell High School,Trinity,FL,34655,150
Braden River High School,Bradenton,FL,34203,150
Lutheran High School Orange County,Orange,CA,92867,500
Charlotte High School,Punta Gorda,FL,33950,150
Notre Dame Regional High School,Cpe Girardeau,MO,63701,150
Lourdes High School,Oshkosh,WI,54902,500
Sylmar High School,Sylmar,CA,91342,150
Foundation Academy,Winter Garden,FL,34787,500
Hayden High School,Topeka,KS,66606,150
DeMatha Catholic High School,Hyattsville,MD,20781,2700
Lake Minneola High School,Minneola,FL,34715,150
Miami Palmetto Senior High School,Miami,FL,33156,150
Portage Northern High School,Portage,MI,49024,150
Home Life Academy,Selmer,TN,38375,2250
Sagemont School,Weston,FL,33327,500
Seacrest Country Day School,Naples,FL,34104,500
Escanaba Area Public High School,Escanaba,MI,49829,150
Taravella J P High School,Coral Springs,FL,33071,150
Charles W Flanagan High School,Pembroke Pnes,FL,33028,150
Kingsford High School,Kingsford,MI,49802,150
Saint John the Baptist Diocesan High School,West Islip,NY,11795,2700
Benet Academy,Lisle,IL,60532,2700
Coeur D Alene Charter Academy,Coeur D Alene,ID,83815,150
Jefferson County Christian School,Mingo Jct,OH,43938,500
Alleluia Community School,Augusta,GA,30906,500
Saint Agnes High School,Saint Paul,MN,55103,2700
Royalmont Academy Classical Preparatory High School,Mason,OH,45040,2700
First Academy,Orlando,FL,32805,500
Bishop Shanahan High School,Downingtown,PA,19335,2700
Regis Jesuit High School: Boys Division,Aurora,CO,80016,2700
Faustina Academy,Irving,TX,75061,150
Heights School,Potomac,MD,20854,1750
Mater Dei Catholic High School,Chula Vista,CA,91913,500
Okoboji High School,Milford,IA,51351,1250
Jensen Beach High School,Jensen Beach,FL,34957,1750
Aurora Central Catholic High School,Aurora,IL,60506,4500
Countryside High School,Clearwater,FL,33761,150
Lake Forest High School,Lake Forest,IL,60045,1250
Saint Frederick High School,Monroe,LA,71201,4000
Servite High School,Anaheim,CA,92801,2700
Villages Charter School,The Villages,FL,32162,150
Lake Howell High School,Winter Park,FL,32792,1250
Marist High School,Chicago,IL,60655,2250
Oviedo High School,Oviedo,FL,32765,150
Spanish River Community High School,Boca Raton,FL,33496,1750
Colonial High School,Orlando,FL,32807,1250
Cardinal Newman High School,West Palm Bch,FL,33409,4000
Libertyville High School,Libertyville,IL,60048,1250
Bartram Trail High School,Saint Johns,FL,32259,1250
Ronald W Reagan Doral Senior High School,Doral,FL,33178,150
Bad Axe High School,Bad Axe,MI,48413,150
The Bolles School,Jacksonville,FL,32217,500
Lansing Catholic High School,Lansing,MI,48912,4000
Dr Earl J Lennard High School,Ruskin,FL,33570,1250
Father Ryan High School,Nashville,TN,37204,4000
Manatee High School,Bradenton,FL,34205,500
Bishop England High School,Daniel Island,SC,29492,4000
Montgomery Catholic Preparatory School,Montgomery,AL,36116,4000
Olympic Heights Community High School,Boca Raton,FL,33434,1750
Glades Day School,Belle Glade,FL,33430,150
Chesterton Academy of Rochester,Rochester,NY,14617,1750
Brandon High School,Brandon,FL,33510,150
Mary D Bradford High School,Kenosha,WI,53144,1750
Oxford Virtual Academy,Oxford,MI,48371,150
Trinity High School,Manchester,NH,03104,4000
Carmel Catholic High School,Mundelein,IL,60060,2700
Providence Catholic High School,New Lenox,IL,60451,4000
Miami Beach Senior High School,Miami Beach,FL,33139,500
Totino-Grace High School,Fridley,MN,55432,4000
West Broward High School,Pembroke Pnes,FL,33029,150
Lee Virtual Instruction Program,Fort Myers,FL,33966,150
Brookewood School,Kensington,MD,20895,1750
Powers Catholic High School,Flint,MI,48503,4500
Lely High School,Naples,FL,34113,1250
Spruce Creek High School,Port Orange,FL,32127,150
Wellington High School,Wellington,FL,33414,1250
Pewamo-Westphalia High School,Westphalia,MI,48894,1750
Phoenixville Area High School,Phoenixville,PA,19460,1250
Monsignor Edward Pace High School,Opa Locka,FL,33054,2700
Marian Central Catholic High School,Woodstock,IL,60098,4000
Saint Petersburg Catholic High School,St Petersburg,FL,33710,4500
Cathedral Catholic High School,San Diego,CA,92130,4000
Fernandina Beach High School,Fernandina,FL,32034,150
Prior Lake High School,Savage,MN,55378,1250
West Port High School,Ocala,FL,34481,150
Miami Killian Senior High School,Miami,FL,33176,500
Cardinal Mooney Catholic High School,Marine City,MI,48039,4000
Walter L Sickles High School,Tampa,FL,33626,150
Pensacola Catholic High School,Pensacola,FL,32505,2700
Marjory Stoneman Douglas High School,Parkland,FL,33076,150
Gateway Christian Schools,Memphis,TN,38122,1750
Lincoln-Way East High School,Frankfort,IL,60423,500
Coral Shores High School,Tavernier,FL,33070,150
Spring Lake High School,Spring Lake,MI,49456,1250
Pinckney Community High School,Pinckney,MI,48169,1750
Wahlert High School,Dubuque,IA,52001,150
St. John Paul II High School,Hyannis,MA,02601,4500
Allen D Nease High School,Ponte Vedra,FL,32081,150
Mater Academy East Charter School,Miami,FL,33130,500
Santa Fe Catholic High School,Lakeland,FL,33801,2700
Seton Catholic Preparatory,Chandler,AZ,85224,4500
Hardee Senior High School,Wauchula,FL,33873,150
Lake Mary High School,Lake Mary,FL,32746,150
Divine Savior-Holy Angels High School,Milwaukee,WI,53222,4500
Washtenaw Technical Middle College,Ann Arbor,MI,48105,1750
Cardinal Mooney High School,Sarasota,FL,34232,2700
Pope John Paul Ii High School,Boca Raton,FL,33431,2700
John A Ferguson Senior High School,Miami,FL,33185,1750
Melbourne Central Catholic High School,Melbourne,FL,32901,2700
Timber Creek High School,Orlando,FL,32828,150
Christ The King High School,Huntersville,NC,28078,2700
Island Coast High School,Cape Coral,FL,33909,150
